review_text,label,split
"Genel olarak normal, beklentim karışık.",Nötr,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme eh işte.",Nötr,VALIDATE
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TEST
"Kargo zamanında geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
"Paketleme sağlam, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Paketleme düzgün, ürün çok kaliteli. Sorunsuzdu.",Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Paketleme çok iyi, ürün çok kaliteli. Sorunsuzdu.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
Performansı harika ve fiyatı uygun. 5/5.,Olumlu,VALIDATE
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TEST
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Malzeme kalitesi kötü. Bir daha almam.,Olumsuz,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Genel olarak standart, çok emin değilim.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,VALIDATE
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TEST
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
"Paketleme çok iyi, ürün harika. Memnun kaldım.",Olumlu,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Teslimat orta halliydi, paketleme normaldi.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,VALIDATE
"Ürün beklediğim gibi değil, performansı kötü. Çok kötü deneyim.",Olumsuz,TEST
"Kargo zamanında geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
Performansı harika ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, çalışmadı. Pişman oldum.",Olumsuz,VALIDATE
Malzeme kalitesi vasat. Tavsiye etmiyorum.,Olumsuz,TEST
"Paketleme sağlam, ürün harika. Gayet başarılı.",Olumlu,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
"Paketleme çok iyi, ürün harika. Gayet başarılı.",Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Memnun değilim.,Olumsuz,TRAIN
"Genel olarak standart, çok emin değilim.",Nötr,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Genel olarak idare eder, çok emin değilim.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,VALIDATE
Hızlı çalışıyor ve fiyat/performans mükemmel. Kesinlikle tavsiye ederim.,Olumlu,TEST
Destek ekibi ulaşılmazdı. Zaman kaybı.,Olumsuz,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
Hızlı çalışıyor ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
"Teslimat beklendiği gibiydi, paketleme normaldi.",Nötr,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,VALIDATE
Beklentimin üstünde ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TEST
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
Malzeme kalitesi vasat. Bir daha almam.,Olumsuz,TRAIN
Malzeme kalitesi vasat. Pişman oldum.,Olumsuz,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,VALIDATE
"Ürün uyumsuz çıktı, problem çıkardı. Bir daha almam.",Olumsuz,TEST
"Paketleme düzgün, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,TRAIN
"Paketleme çok iyi, ürün harika. Beklentimi karşıladı.",Olumlu,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Ürün beklediğim gibi değil, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
Malzeme kalitesi berbat. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Teslimat normaldi, paketleme normaldi.",Nötr,VALIDATE
Beklentimin üstünde ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TEST
Performansı harika ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Ürün idare eder, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
Malzeme kalitesi düşük. Çok kötü deneyim.,Olumsuz,TRAIN
"Paketleme özenli, ürün harika. Sorunsuzdu.",Olumlu,VALIDATE
Stabil ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TEST
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Ürün uyumsuz çıktı, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TRAIN
"Kargo zamanında geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,VALIDATE
"Kargo biraz geç geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TEST
"Kargo geç geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
"Paketleme düzgün, ürün gayet iyi. Memnun kaldım.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyatı uygun. 5/5.,Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün yanlış ürün geldi, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Çok kötü deneyim.",Olumsuz,VALIDATE
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TEST
Stabil ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Malzeme kalitesi vasat. Bir daha almam.,Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
Destek ekibi hiç yardımcı olmadı. Çözülmedi.,Olumsuz,TRAIN
"Teslimat beklendiği gibiydi, paketleme normaldi.",Nötr,VALIDATE
"Kargo geç geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TEST
"Ürün anlatıldığı gibi değil, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
"Ürün beklediğim gibi değil, sürekli hata verdi. Pişman oldum.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Paketleme özenli, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,VALIDATE
"Teslimat orta halliydi, paketleme normaldi.",Nötr,TEST
"Paketleme düzgün, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Genel olarak orta seviye, kararsız kaldım.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Paketleme özenli, ürün çok kaliteli. Beklentimi karşıladı.",Olumlu,TRAIN
Beklediğim kadar çok hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,VALIDATE
"Ürün uyumsuz çıktı, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TEST
Destek ekibi hiç yardımcı olmadı. Zaman kaybı.,Olumsuz,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
Malzeme kalitesi düşük. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün çok kaliteli. Tekrar alırım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Beklentimin üstünde ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Kargo geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TEST
"Teslimat normaldi, paketleme standarttı.",Nötr,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün eksik geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,VALIDATE
"Genel olarak orta seviye, beklentim karışık.",Nötr,TEST
Stabil ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Paketleme düzgün, ürün beklediğimden iyi. Memnun kaldım.",Olumlu,TRAIN
Beklentimin üstünde ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,TRAIN
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,VALIDATE
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TEST
"Ürün beklediğim gibi değil, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Ürün beklediğim gibi değil, sürekli hata verdi. Pişman oldum.",Olumsuz,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Teslimat beklendiği gibiydi, paketleme eh işte.",Nötr,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Pişman oldum.",Olumsuz,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
"Teslimat normaldi, paketleme standarttı.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,VALIDATE
"Genel olarak orta seviye, beklentim karışık.",Nötr,TEST
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
Destek ekibi hiç yardımcı olmadı. Çözülmedi.,Olumsuz,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. İade ettim.",Olumsuz,VALIDATE
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TEST
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
"Genel olarak idare eder, kararsız kaldım.",Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,TRAIN
Stabil ve parasını hak ediyor. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Teslimat normaldi, paketleme standarttı.",Nötr,VALIDATE
"Genel olarak normal, çok emin değilim.",Nötr,TEST
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Memnun değilim.,Olumsuz,TRAIN
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TRAIN
"Ürün yanlış ürün geldi, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Memnun kaldım.",Olumlu,VALIDATE
"Paketleme düzgün, ürün beklediğimden iyi. Memnun kaldım.",Olumlu,TEST
"Paketleme çok iyi, ürün gayet iyi. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
"Paketleme çok iyi, ürün harika. Beklentimi karşıladı.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
"Kargo biraz geç geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,VALIDATE
"Ürün anlatıldığı gibi değil, performansı kötü. Pişman oldum.",Olumsuz,TEST
Malzeme kalitesi berbat. Bir daha almam.,Olumsuz,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Memnun kaldım.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,TRAIN
Malzeme kalitesi vasat. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Paketleme özenli, ürün gayet iyi. Gayet başarılı.",Olumlu,VALIDATE
Destek ekibi geç döndü. Çözülmedi.,Olumsuz,TEST
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Paketleme düzgün, ürün harika. Memnun kaldım.",Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
Performansı harika ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
Stabil ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,VALIDATE
"Ürün yanlış ürün geldi, çalışmadı. Pişman oldum.",Olumsuz,TEST
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Genel olarak normal, çok emin değilim.",Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,VALIDATE
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TEST
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Destek ekibi çözüm sunmadı. Memnun değilim.,Olumsuz,TRAIN
Performansı harika ve iyi bir tercih. Çok memnun kaldım.,Olumlu,TRAIN
Beklentimin üstünde ve fiyatı uygun. Çok memnun kaldım.,Olumlu,TRAIN
"Paketleme düzgün, ürün beklediğimden iyi. Memnun kaldım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. İade ettim.",Olumsuz,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama idare eder.,Nötr,VALIDATE
"Ürün yanlış ürün geldi, problem çıkardı. Bir daha almam.",Olumsuz,TEST
"Kargo çok hızlı geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Kargo geç geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kargo geç geldi, ürün harika. Çok memnun kaldım.",Olumlu,VALIDATE
"Teslimat orta halliydi, paketleme standarttı.",Nötr,TEST
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,TRAIN
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Paketleme sağlam, ürün gayet iyi. Sorunsuzdu.",Olumlu,TRAIN
Performansı harika ve parasını hak ediyor. Tekrar alırım.,Olumlu,TRAIN
"Ürün yanlış ürün geldi, problem çıkardı. Bir daha almam.",Olumsuz,VALIDATE
"Kargo çok hızlı geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TEST
"Kargo biraz geç geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,TRAIN
"Paketleme çok iyi, ürün çok kaliteli. Memnun kaldım.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Zaman kaybı.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Stabil ve iyi bir tercih. 5/5.,Olumlu,TRAIN
Performansı harika ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,VALIDATE
Beklentimin üstünde ve parasını hak ediyor. 5/5.,Olumlu,TEST
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
"Paketleme sağlam, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,VALIDATE
"Paketleme sağlam, ürün çok kaliteli. Beklentimi karşıladı.",Olumlu,TEST
Stabil ve fiyatı uygun. Çok memnun kaldım.,Olumlu,TRAIN
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo geç geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
Beklentimin üstünde ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
Beklentimin üstünde ve parasını hak ediyor. 5/5.,Olumlu,VALIDATE
Beklediğim kadar ortalama hızdaydı ama iş görür.,Nötr,TEST
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
"Genel olarak idare eder, çok emin değilim.",Nötr,TRAIN
"Genel olarak standart, deneyim orta.",Nötr,TRAIN
"Kargo zamanında geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Paketleme çok iyi, ürün harika. Gayet başarılı.",Olumlu,TRAIN
"Teslimat orta halliydi, paketleme vasattı.",Nötr,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,VALIDATE
"Kargo biraz geç geldi, ürün çok kaliteli. 5/5.",Olumlu,TEST
"Kargo geç geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade ettim.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
